4.000000	1	1
7.173000	1	1
10.548000	1	1
13.671000	1	1
16.878000	1	1
26.616000	1	1
29.757000	1	1
32.947000	1	1
62.363000	1	1
65.486000	1	1
71.867000	1	1
74.940000	1	1
81.521000	1	1
84.662000	1	1
87.835000	1	1
90.959000	1	1
94.183000	1	1
103.838000	1	1
110.151000	1	1
113.376000	1	1
142.874000	1	1
145.915000	1	1
149.238000	1	1
161.732000	1	1
164.756000	1	1
167.796000	1	1
170.953000	1	1
174.160000	1	1
177.417000	1	1
180.574000	1	1
186.972000	1	1
213.380000	1	1
216.688000	1	1
226.209000	1	1
229.315000	1	1
232.439000	1	1
235.830000	1	1
238.887000	1	1
242.010000	1	1
245.034000	1	1
248.141000	1	1
260.986000	1	1
264.126000	1	1
267.216000	1	1
270.373000	1	1
273.513000	1	1
276.670000	1	1
299.805000	1	1
306.019000	1	1
309.309000	1	1
312.567000	1	1
315.623000	1	1
325.144000	1	1
328.252000	1	1
331.291000	1	1
334.348000	1	1
337.522000	1	1
340.762000	1	1
350.367000	1	1
373.485000	1	1
376.642000	1	1
379.699000	1	1
389.120000	1	1
392.343000	1	1
